State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Totals.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Marijuana.New Users.12-17,Rates.Marijuana.New Users.12-17,Totals.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.12-17,Totals.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.12-17
Missouri,2015,469494,652575,3941380,10,0.022096,47,2170,0.0991,28,0.060594,2,0.004776,22,0.051229,29,0.062332,59,0.125506,40,0.084529
Montana,2015,74427,111264,684598,2,0.029054,8,423,0.110506,5,0.070773,1,0.010808,4,0.070199,6,0.084298,13,0.170409,8,0.101302
Nebraska,2015,152704,213106,1187602,4,0.024311,14,768,0.089929,6,0.03933,1,0.006189,7,0.043209,9,0.057359,17,0.113614,8,0.052007
Nevada,2015,224147,287409,1916967,6,0.025913,28,1056,0.122761,8,0.03429,1,0.006602,12,0.068258,19,0.086497,33,0.146556,12,0.055065
New Hampshire,2015,96774,142696,911511,2,0.022845,11,621,0.114928,5,0.050367,1,0.011279,5,0.059171,8,0.080567,14,0.142448,7,0.069702
New Jersey,2015,694182,892114,5965066,15,0.021928,73,3424,0.105469,20,0.02902,4,0.005526,30,0.044956,40,0.057235,75,0.108028,32,0.046377
New Mexico,2015,165412,223662,1329649,5,0.027613,16,695,0.099103,5,0.02947,2,0.009561,9,0.069925,16,0.094554,25,0.153398,8,0.048145
New York,2015,1416226,2197628,13150285,31,0.022125,161,7626,0.113717,44,0.031402,6,0.004522,72,0.055818,103,0.072787,175,0.123717,69,0.048913
North Carolina,2015,783879,1053931,6532379,13,0.016193,57,3091,0.07254,29,0.037429,3,0.003913,37,0.051035,46,0.058046,85,0.108956,46,0.058872
North Dakota,2015,52111,102161,463569,1,0.028204,6,294,0.119369,3,0.059605,0,0.008063,2,0.04611,3,0.056307,6,0.119871,4,0.075114
Ohio,2015,909989,1220151,7605364,20,0.021642,81,4240,0.088879,45,0.04931,4,0.004816,41,0.051442,58,0.064102,109,0.12007,63,0.069403
Oklahoma,2015,314698,428910,2448662,7,0.020934,27,1102,0.087149,15,0.047806,2,0.005335,14,0.045925,16,0.052036,35,0.11098,23,0.073122
Oregon,2015,291584,417950,2739602,8,0.027882,29,1734,0.099515,13,0.043313,3,0.010015,15,0.064563,28,0.097728,51,0.173535,18,0.06178
Pennsylvania,2015,928154,1344620,8572327,20,0.021155,93,5119,0.100211,36,0.039052,5,0.005622,39,0.045645,58,0.062452,101,0.109291,59,0.063557
Rhode Island,2015,74286,127975,702577,2,0.023184,9,457,0.121,3,0.036919,1,0.008432,4,0.072336,8,0.105045,13,0.168483,5,0.061657
South Carolina,2015,367649,515200,3219369,8,0.021068,32,1538,0.085736,18,0.049139,1,0.003438,16,0.048086,24,0.064042,41,0.112134,27,0.073677
South Dakota,2015,66117,92977,539708,2,0.028739,7,344,0.10658,5,0.071731,0,0.007477,3,0.047524,4,0.067187,8,0.119818,5,0.083183
Tennessee,2015,508573,700709,4323137,9,0.018467,40,1982,0.079414,26,0.050713,2,0.004862,24,0.049567,31,0.061563,60,0.118315,38,0.074751
Texas,2015,2395358,3083498,16842117,57,0.023792,212,8687,0.088621,70,0.029023,14,0.005732,99,0.04524,142,0.059352,251,0.104694,106,0.044247
Utah,2015,294912,387120,1695021,6,0.018703,15,549,0.052502,8,0.028484,2,0.008138,11,0.034724,13,0.043207,28,0.096414,10,0.033568
Vermont,2015,42936,74732,425544,1,0.025957,6,270,0.128562,3,0.062316,0,0.011428,2,0.065291,4,0.094434,7,0.156386,4,0.085896
Virginia,2015,626833,888046,5430166,13,0.020815,64,3002,0.102021,24,0.037702,3,0.004271,28,0.049217,34,0.053456,66,0.105114,35,0.056299
Washington,2015,532127,745740,4751278,12,0.022958,47,2889,0.088584,19,0.036086,4,0.007874,26,0.053893,42,0.079307,72,0.135442,29,0.053792
West Virginia,2015,128587,185094,1248039,3,0.021379,14,521,0.106958,10,0.07842,1,0.006969,7,0.055348,8,0.059379,16,0.12298,16,0.123782
Wisconsin,2015,445564,626320,3787384,12,0.026337,49,2479,0.108957,19,0.043284,3,0.006761,24,0.059074,31,0.069618,62,0.138961,28,0.062072
Wyoming,2015,44091,62125,375070,1,0.028606,4,208,0.097263,3,0.058849,0,0.009832,2,0.049575,3,0.058077,6,0.126336,4,0.080886
Alabama,2016,375632,515697,3179298,6,0.015429,33,1417,0.088801,18,0.047966,1,0.003588,14,0.039066,20,0.052579,36,0.09671,30,0.078957
Alaska,2016,58821,75809,450641,1,0.022121,6,254,0.100999,4,0.059759,0,0.007089,3,0.070859,5,0.088367,10,0.16512,5,0.08686
Arizona,2016,551089,747345,4489709,10,0.018459,46,2478,0.082615,13,0.023348,4,0.006554,22,0.043245,35,0.06311,61,0.110546,20,0.036046
Arkansas,2016,236782,316285,1922394,5,0.021166,21,814,0.089169,12,0.048571,1,0.005147,10,0.046076,14,0.058124,26,0.108691,18,0.075174
California,2016,3033914,4323156,25492189,61,0.020063,272,13984,0.089523,63,0.020833,21,0.006855,150,0.056014,210,0.069323,404,0.133039,105,0.034507
Colorado,2016,425994,591983,3629008,9,0.020685,42,2351,0.097486,14,0.032224,3,0.007913,26,0.078897,38,0.090181,72,0.169662,20,0.046646
Connecticut,2016,276122,389201,2395872,7,0.026768,32,1551,0.114239,7,0.024875,2,0.006026,15,0.066511,22,0.079122,41,0.147271,11,0.041324
Delaware,2016,69477,95499,642469,1,0.017905,6,357,0.083838,2,0.025583,0,0.003679,4,0.056643,5,0.074514,9,0.134786,3,0.040169
District of Columbia,2016,31164,90630,463974,1,0.019711,3,326,0.08422,1,0.017785,0,0.002234,2,0.073484,3,0.082644,5,0.146034,1,0.037051
Florida,2016,1415667,1960092,14351670,29,0.020254,140,7936,0.098615,39,0.027595,6,0.004482,72,0.056973,106,0.074767,191,0.134627,65,0.046207
Georgia,2016,862534,1106098,6555271,11,0.012692,67,3189,0.077627,30,0.03432,3,0.003356,36,0.044675,46,0.053851,90,0.103929,47,0.054548
Hawaii,2016,95796,128416,934643,2,0.021465,8,444,0.081292,3,0.026269,1,0.005845,4,0.058722,6,0.065436,11,0.114307,3,0.034122
Idaho,2016,149626,177049,1062401,3,0.023067,14,544,0.090723,7,0.043541,1,0.006579,7,0.046827,9,0.063423,18,0.119999,9,0.059904
Illinois,2016,1006653,1352935,8352680,24,0.023861,104,4930,0.103343,31,0.03126,5,0.004772,50,0.058438,69,0.068853,134,0.133357,52,0.052082
Indiana,2016,538403,741896,4240275,9,0.015836,50,2261,0.092113,25,0.045527,3,0.00548,28,0.060323,35,0.065063,72,0.133117,35,0.064312
Iowa,2016,244029,359493,2008814,5,0.022511,24,1270,0.096847,9,0.037036,1,0.005459,10,0.040529,12,0.05111,25,0.102195,12,0.05011
Kansas,2016,237420,324503,1811408,6,0.023925,24,1140,0.102735,8,0.034304,1,0.005522,11,0.049812,12,0.051583,28,0.117648,13,0.053736
Kentucky,2016,340232,468636,2883972,5,0.016134,35,1204,0.102528,20,0.05881,2,0.005379,16,0.051631,20,0.060077,41,0.11935,33,0.096083
Louisiana,2016,365494,491237,2976965,8,0.02262,37,1618,0.101929,16,0.043632,1,0.002765,15,0.045331,21,0.056679,36,0.099181,25,0.068962
Maine,2016,90519,124197,942340,2,0.022559,10,559,0.112442,6,0.061723,1,0.007038,5,0.062364,9,0.098925,14,0.158137,7,0.079048
Maryland,2016,453829,609069,3982694,7,0.014387,43,2287,0.094778,12,0.026777,2,0.003486,23,0.058792,32,0.071271,62,0.137608,20,0.044526
Massachusetts,2016,484894,792371,4598419,11,0.02178,62,2985,0.127164,13,0.026558,3,0.006355,30,0.078849,43,0.089071,79,0.163875,21,0.043132
Michigan,2016,770605,1100969,6555498,14,0.018125,83,3750,0.107627,28,0.036839,3,0.004422,41,0.060212,60,0.077254,109,0.141523,43,0.055181
Minnesota,2016,431266,574516,3625172,7,0.016984,42,2264,0.097787,16,0.038181,2,0.005667,23,0.056688,25,0.058126,56,0.129497,23,0.052437
Mississippi,2016,243347,325383,1879442,3,0.012497,19,773,0.076495,11,0.047072,1,0.002449,11,0.048384,12,0.050457,26,0.106896,19,0.076178
Missouri,2016,467819,644888,3967539,9,0.018617,51,2177,0.107986,24,0.051959,2,0.004687,22,0.049257,27,0.05802,55,0.11805,34,0.072684
Montana,2016,74636,110413,693178,3,0.03725,10,425,0.128184,4,0.060283,1,0.008914,4,0.065344,7,0.088037,12,0.159144,6,0.083293
Nebraska,2016,154318,213416,1196562,3,0.021726,16,763,0.102059,6,0.036762,1,0.005993,8,0.051979,9,0.059965,19,0.120359,8,0.04962
Nevada,2016,226449,285045,1964559,5,0.023309,22,1030,0.096311,6,0.027828,1,0.006214,11,0.063053,20,0.08819,33,0.143669,10,0.04611
New Hampshire,2016,95517,142276,920285,2,0.019831,11,622,0.112973,5,0.048663,1,0.008886,5,0.063728,8,0.086373,15,0.154374,6,0.063767
New Jersey,2016,691607,890578,6001097,11,0.015426,75,3420,0.108664,17,0.025036,3,0.004904,29,0.042259,36,0.051556,71,0.102807,29,0.041359
New Mexico,2016,165925,220697,1338531,4,0.022213,17,710,0.103241,5,0.027423,1,0.007403,9,0.075447,16,0.097419,26,0.156237,8,0.047597
New York,2016,1403019,2156021,13244748,25,0.017893,138,7720,0.098545,34,0.024084,6,0.004437,68,0.052102,95,0.067491,167,0.118789,52,0.037245
North Carolina,2016,789194,1047806,6651709,10,0.013109,70,3183,0.088112,27,0.034483,3,0.004044,37,0.04934,48,0.060428,83,0.104764,46,0.058844
North Dakota,2016,52376,97469,466368,1,0.020727,6,296,0.109712,3,0.052223,0,0.00613,2,0.037936,3,0.049853,5,0.102655,4,0.069862
Ohio,2016,902125,1214375,7643985,15,0.017096,82,4189,0.091344,42,0.047053,5,0.005004,43,0.053688,57,0.063327,110,0.121653,62,0.068453
Oklahoma,2016,316132,423784,2464143,6,0.019702,28,1184,0.088754,14,0.043574,2,0.004755,14,0.046642,17,0.053769,36,0.113137,20,0.061873
Oregon,2016,292642,417821,2791313,9,0.029426,31,1755,0.105408,11,0.037376,3,0.010072,16,0.068531,30,0.103457,50,0.170056,16,0.054997
Pennsylvania,2016,922209,1328664,8602887,14,0.015036,93,5230,0.100557,34,0.037132,5,0.005356,37,0.043926,52,0.055948,96,0.103612,54,0.058801
Rhode Island,2016,73649,127226,707314,2,0.0225,8,452,0.110114,2,0.029744,1,0.007036,4,0.065095,7,0.094852,11,0.152727,4,0.049008
South Carolina,2016,370519,510357,3284833,6,0.015708,32,1584,0.086479,16,0.044211,1,0.003833,15,0.045522,20,0.05471,39,0.105671,25,0.067277
South Dakota,2016,67066,92382,544008,2,0.034719,8,351,0.112738,4,0.064792,0,0.005641,3,0.046462,4,0.05944,8,0.125102,6,0.083586
Tennessee,2016,509963,694756,4382664,8,0.016623,46,2044,0.090109,24,0.047244,3,0.004961,22,0.047729,29,0.057455,60,0.116772,36,0.071108
Texas,2016,2431437,3086931,17182224,39,0.015954,213,8891,0.087706,59,0.024064,11,0.004553,95,0.042052,118,0.048551,234,0.096091,91,0.037473
Utah,2016,300510,392070,1736486,5,0.0175,17,552,0.057712,8,0.02663,2,0.006897,11,0.031914,14,0.047076,28,0.091981,11,0.036121
Vermont,2016,42109,74469,426296,1,0.025314,6,279,0.136244,2,0.057548,0,0.009268,2,0.072492,5,0.107482,8,0.178838,3,0.075013
Virginia,2016,628617,877876,5486815,12,0.018993,60,3081,0.096235,21,0.033641,3,0.004293,26,0.045181,34,0.054833,65,0.103547,32,0.050613
Washington,2016,536155,739948,4859213,12,0.022929,54,2887,0.100488,18,0.034036,4,0.007045,27,0.058087,48,0.089576,80,0.149683,29,0.054592
West Virginia,2016,127201,181138,1242852,2,0.016717,13,507,0.10096,8,0.064246,1,0.006075,5,0.0461,7,0.054494,14,0.106971,12,0.094532
Wisconsin,2016,444929,625910,3806407,10,0.022697,48,2528,0.107274,17,0.038544,3,0.005829,23,0.055605,26,0.059074,56,0.126134,25,0.055133
Wyoming,2016,44231,59736,375321,1,0.026812,4,200,0.096836,2,0.044847,0,0.008266,2,0.04452,3,0.05763,5,0.11753,3,0.066249
Alabama,2017,373065,510012,3201636,6,0.01582,35,1528,0.09251,18,0.049056,1,0.003843,14,0.040615,23,0.061763,38,0.102404,27,0.073403
Alaska,2017,58106,73343,454286,1,0.020743,5,259,0.089598,3,0.043197,0,0.00452,4,0.078037,5,0.078759,10,0.164199,4,0.074483
Arizona,2017,556478,753929,4599057,10,0.018277,47,2533,0.084843,12,0.022211,3,0.005543,25,0.051075,35,0.062781,67,0.119665,18,0.0329
Arkansas,2017,236702,314368,1937651,5,0.020434,21,840,0.086841,12,0.050209,1,0.004789,11,0.050065,13,0.056172,27,0.113757,18,0.075321
California,2017,3026428,4250955,25769686,56,0.018454,252,14513,0.083305,47,0.015428,15,0.00508,169,0.064032,213,0.07053,418,0.1382,83,0.027279
Colorado,2017,430432,587460,3708548,10,0.022656,45,2478,0.105369,16,0.036138,3,0.007755,25,0.076533,40,0.093862,73,0.169253,21,0.048648
Connecticut,2017,272254,387595,2405282,5,0.019253,34,1604,0.125965,5,0.018294,1,0.004134,18,0.080842,23,0.083498,44,0.160862,9,0.034482
Delaware,2017,69413,94216,651806,1,0.015594,7,372,0.094301,2,0.028146,0,0.003721,4,0.067197,6,0.081936,10,0.140317,3,0.049352
District of Columbia,2017,31570,87525,474297,1,0.018879,3,331,0.087363,1,0.02429,0,0.002639,2,0.090263,3,0.084719,5,0.164071,1,0.046426
Florida,2017,1431798,1961154,14656396,22,0.015468,145,7984,0.101228,41,0.028459,7,0.004812,72,0.055116,101,0.070557,186,0.13008,65,0.045535
Georgia,2017,866242,1105245,6661559,12,0.013322,72,3460,0.083354,24,0.027212,3,0.003436,42,0.053039,52,0.060451,101,0.116143,38,0.043564
Hawaii,2017,95447,123940,938835,2,0.021916,7,471,0.071757,2,0.021805,0,0.003531,4,0.060931,5,0.053126,11,0.112,3,0.027611
Idaho,2017,152823,180549,1089805,3,0.017519,12,547,0.078403,6,0.037546,1,0.005475,7,0.054661,10,0.062843,19,0.122946,8,0.050208
Illinois,2017,995426,1331211,8380092,19,0.019464,98,5125,0.09862,23,0.022735,5,0.00502,53,0.06266,68,0.068608,139,0.139428,38,0.038632
Indiana,2017,537556,738014,4276407,8,0.014286,50,2300,0.092515,19,0.034671,3,0.006279,28,0.059776,36,0.067717,70,0.130124,26,0.048512
Iowa,2017,245032,357855,2020666,5,0.021464,26,1266,0.106772,8,0.034065,1,0.00491,11,0.041581,13,0.053618,26,0.104249,11,0.044521
Kansas,2017,237064,322476,1819258,5,0.0191,25,1090,0.104031,7,0.028417,1,0.005512,12,0.053827,11,0.045281,28,0.116837,10,0.043211
Kentucky,2017,340220,465663,2903588,5,0.016097,34,1236,0.099337,20,0.057986,2,0.005065,16,0.050768,20,0.059323,40,0.116244,31,0.091248
Louisiana,2017,361940,479234,2987835,7,0.018609,40,1605,0.10971,13,0.034697,1,0.00306,15,0.042172,19,0.05117,33,0.091564,21,0.057622
Maine,2017,89705,122655,948984,2,0.023677,10,560,0.111507,5,0.051999,1,0.006253,5,0.061331,9,0.103117,14,0.157001,6,0.065137
Maryland,2017,452456,600019,4007455,6,0.012919,44,2493,0.09623,11,0.024214,1,0.003004,22,0.054477,31,0.069561,56,0.123262,19,0.042622
Massachusetts,2017,481835,793182,4649494,10,0.019875,61,3051,0.126448,14,0.029077,3,0.005409,31,0.080473,45,0.093287,82,0.170728,24,0.05069
Michigan,2017,762352,1091893,6612857,12,0.015706,78,3801,0.102118,23,0.030166,3,0.004561,43,0.064344,60,0.078658,105,0.137833,38,0.050027
Minnesota,2017,434904,572931,3665430,7,0.015458,40,2251,0.092667,14,0.032733,2,0.005158,20,0.050146,27,0.062529,54,0.124592,21,0.047339
Mississippi,2017,241768,322550,1887440,3,0.012143,21,823,0.087101,11,0.04507,1,0.003171,11,0.047587,12,0.049611,26,0.107722,18,0.074036
Missouri,2017,466292,635726,3997148,8,0.016468,50,2111,0.106794,20,0.043664,2,0.004226,22,0.05095,29,0.062113,56,0.120967,28,0.061042
Montana,2017,75436,110155,702611,2,0.031361,10,436,0.133334,4,0.051232,0,0.006517,4,0.062353,7,0.096465,11,0.146924,5,0.070971
Nebraska,2017,155993,212817,1206583,3,0.01864,15,747,0.095273,4,0.028358,1,0.005424,8,0.057555,10,0.061555,19,0.124589,6,0.038861
Nevada,2017,229143,283377,2008499,4,0.017984,18,1075,0.080631,6,0.027882,1,0.00542,11,0.058347,21,0.091651,33,0.142657,10,0.04216
New Hampshire,2017,94983,141804,933100,2,0.020045,11,631,0.11661,4,0.038419,1,0.008039,6,0.073432,8,0.088416,15,0.160653,5,0.054933
New Jersey,2017,684290,880024,6010331,10,0.015016,75,3385,0.110074,15,0.021682,2,0.00336,33,0.049195,38,0.056058,76,0.110732,25,0.035885
New Mexico,2017,165877,219023,1351993,3,0.01829,16,678,0.097945,5,0.030246,1,0.006656,10,0.078753,16,0.09575,27,0.161792,9,0.054674
New York,2017,1375507,2093893,13260774,20,0.014643,127,7455,0.092295,29,0.021294,5,0.003946,66,0.052363,91,0.066195,172,0.124914,49,0.0353
North Carolina,2017,791658,1058797,6764669,12,0.015308,78,3420,0.098682,25,0.031021,3,0.004286,37,0.051837,53,0.066632,90,0.113959,42,0.053058
North Dakota,2017,53301,94024,469643,1,0.02296,5,285,0.100749,2,0.04558,0,0.004528,2,0.040366,3,0.049262,5,0.097982,3,0.062383
Ohio,2017,896066,1210058,7695525,15,0.016626,86,4218,0.096009,40,0.044348,4,0.004419,43,0.052745,55,0.06161,105,0.117222,57,0.06391
Oklahoma,2017,317113,419663,2479838,5,0.017133,28,1272,0.089061,14,0.042736,2,0.00507,14,0.048708,17,0.053081,34,0.108478,17,0.053999
Oregon,2017,294160,416018,2839447,7,0.024175,31,1750,0.105851,10,0.032532,2,0.008032,16,0.067544,29,0.097064,47,0.160899,14,0.046037
Pennsylvania,2017,916014,1313052,8642237,15,0.016268,85,5189,0.093146,29,0.031708,5,0.005312,42,0.049834,49,0.05309,101,0.110259,45,0.048861
Rhode Island,2017,73039,125273,711511,1,0.019159,8,441,0.103914,2,0.025547,0,0.00562,4,0.070659,6,0.086116,11,0.153632,3,0.037936
South Carolina,2017,373712,507495,3345950,6,0.015778,34,1780,0.091963,18,0.04915,2,0.004577,19,0.05507,24,0.063373,46,0.123225,27,0.071938
South Dakota,2017,68252,92097,550564,2,0.026041,7,346,0.099862,3,0.048845,0,0.004264,3,0.041656,4,0.052592,7,0.108297,5,0.071701
Tennessee,2017,511356,690281,4443021,9,0.017355,48,2073,0.093527,22,0.043396,2,0.004693,24,0.050683,31,0.061058,59,0.116131,33,0.065229
Texas,2017,2463690,3098890,17545587,32,0.013058,202,8941,0.081976,55,0.022437,11,0.004422,102,0.043725,119,0.048153,244,0.099043,85,0.034309
Utah,2017,306536,398120,1780017,5,0.015126,16,551,0.050921,6,0.019786,2,0.005203,10,0.027886,14,0.0446,27,0.088126,9,0.030848
Vermont,2017,41544,74251,428613,1,0.029074,6,281,0.152118,2,0.054871,0,0.008127,3,0.095721,5,0.126678,9,0.206865,3,0.072662
Virginia,2017,629286,874127,5542540,10,0.016261,57,3041,0.091255,18,0.027847,2,0.003696,27,0.046562,35,0.056384,67,0.106932,28,0.043917
Washington,2017,541234,736912,4970994,13,0.024861,60,3037,0.111257,19,0.03565,3,0.006301,28,0.062398,54,0.099418,87,0.161081,31,0.056573
West Virginia,2017,125736,177588,1238942,2,0.015742,12,503,0.097199,7,0.058204,1,0.006142,6,0.053111,8,0.062507,14,0.114211,10,0.080567
Wisconsin,2017,443580,622050,3833603,9,0.021064,46,2460,0.104643,14,0.030946,3,0.005978,24,0.054635,27,0.060891,52,0.116569,20,0.045514
Wyoming,2017,44389,57838,375569,1,0.026741,5,197,0.103587,2,0.047195,0,0.005406,2,0.052923,3,0.063352,6,0.125316,3,0.067705
Alabama,2018,371033,505103,3225318,6,0.014954,31,1536,0.082234,13,0.035775,1,0.003137,16,0.046155,22,0.057989,36,0.097182,20,0.053078
Alaska,2018,57444,71183,455906,1,0.018621,5,260,0.087305,2,0.038547,0,0.004665,4,0.077775,5,0.0854,10,0.177482,4,0.065626
Arizona,2018,562546,763917,4715857,10,0.017082,45,2540,0.079122,10,0.018109,3,0.004839,30,0.059971,34,0.060367,71,0.126965,16,0.029289
Arkansas,2018,237382,312348,1949363,4,0.015611,20,859,0.08406,8,0.035561,1,0.003627,11,0.050178,14,0.058163,27,0.111994,13,0.05473
California,2018,3017701,4174962,25917724,54,0.017963,268,13932,0.088679,37,0.012313,16,0.005185,176,0.06827,267,0.088481,477,0.158231,77,0.025569
Colorado,2018,433719,589317,3782655,9,0.020096,46,2470,0.106916,13,0.030117,3,0.006401,26,0.079658,42,0.097544,76,0.175998,18,0.041461
Connecticut,2018,268807,383297,2408141,5,0.018267,30,1555,0.112419,4,0.015343,1,0.003738,15,0.065696,20,0.074571,38,0.14075,8,0.030423
Delaware,2018,69325,92525,659878,1,0.015278,7,402,0.100906,1,0.019325,0,0.003077,4,0.071153,6,0.082642,10,0.144253,3,0.04036
District of Columbia,2018,31910,86420,479448,0,0.01241,3,330,0.092621,1,0.016992,0,0.00214,2,0.095006,3,0.089854,6,0.180081,1,0.036902
Florida,2018,1439529,1956426,14896983,18,0.012621,131,8198,0.090983,30,0.020958,5,0.003588,71,0.052801,93,0.064692,174,0.121129,48,0.033422
Georgia,2018,868842,1107324,6756292,12,0.013644,63,3544,0.072638,19,0.022053,2,0.002538,39,0.04927,52,0.060388,97,0.11219,32,0.036377
Hawaii,2018,95153,120820,939985,2,0.017741,6,467,0.059659,1,0.015243,0,0.004262,4,0.056969,6,0.06292,11,0.11922,2,0.022002
Idaho,2018,155001,183511,1119507,3,0.016987,12,574,0.079355,4,0.028695,1,0.005737,8,0.05431,9,0.058997,19,0.120381,6,0.038804
Illinois,2018,984930,1308622,8378609,15,0.015302,84,5089,0.085535,18,0.018756,4,0.004016,51,0.060357,69,0.070117,133,0.135533,34,0.034581
Indiana,2018,537380,736727,4312382,9,0.017589,49,2306,0.091592,18,0.033834,3,0.005028,25,0.053447,40,0.07522,67,0.124151,27,0.049397
Iowa,2018,245846,353673,2032017,5,0.021865,28,1267,0.113756,10,0.03868,1,0.004675,12,0.050599,14,0.057094,29,0.116055,12,0.049536
Kansas,2018,237062,320289,1827127,5,0.019031,24,1038,0.103014,5,0.023176,1,0.005448,11,0.049612,12,0.049952,28,0.116065,8,0.034769
Kentucky,2018,339761,461868,2917791,6,0.016932,33,1355,0.096198,16,0.04674,2,0.004468,16,0.050308,21,0.061808,39,0.113328,24,0.071363
Louisiana,2018,360378,468361,2992047,5,0.014001,36,1553,0.099299,12,0.033527,1,0.002553,16,0.043266,18,0.049905,31,0.085626,21,0.057981
Maine,2018,89221,121181,955772,2,0.021423,9,568,0.103555,4,0.039926,1,0.005617,6,0.077052,10,0.109346,16,0.175252,5,0.051799
Maryland,2018,450671,590912,4017859,6,0.013844,41,2414,0.090649,8,0.018618,1,0.002658,22,0.054636,32,0.070668,55,0.122656,16,0.034619
Massachusetts,2018,477554,788962,4680619,8,0.017514,52,3037,0.108323,11,0.022151,2,0.004224,29,0.072546,46,0.097151,77,0.160265,19,0.039198
Michigan,2018,753613,1077222,6657456,12,0.016395,69,3821,0.091089,20,0.026805,3,0.003677,42,0.063043,56,0.074173,101,0.133777,34,0.04497
Minnesota,2018,438045,568703,3698785,7,0.016862,48,2404,0.110281,13,0.029924,2,0.004306,21,0.051339,29,0.065337,55,0.125875,20,0.044819
Mississippi,2018,241623,316108,1894943,3,0.013669,19,799,0.080492,10,0.041915,1,0.002518,11,0.045479,14,0.056821,24,0.098955,17,0.070829
Missouri,2018,465766,627312,4022731,8,0.017987,43,2151,0.091863,16,0.034145,2,0.00383,22,0.05046,27,0.05879,53,0.113474,24,0.050864
Montana,2018,76259,109604,712413,2,0.025067,9,440,0.116395,4,0.055797,0,0.006136,5,0.074576,7,0.097735,12,0.159774,6,0.075918
Nebraska,2018,157259,211523,1215009,3,0.018488,16,733,0.099709,4,0.02816,1,0.004994,9,0.062914,11,0.067529,22,0.138724,6,0.040381
Nevada,2018,231765,283278,2046371,4,0.018408,22,1161,0.092776,5,0.020278,1,0.00533,13,0.073807,22,0.096655,39,0.16765,8,0.034694
New Hampshire,2018,94278,140227,945381,2,0.020994,10,631,0.108636,3,0.028395,1,0.006116,6,0.076785,8,0.081816,15,0.161749,4,0.039721
New Jersey,2018,675646,860848,5989388,10,0.014872,64,3407,0.094044,11,0.01562,2,0.003176,33,0.052225,45,0.066943,78,0.114769,20,0.029552
New Mexico,2018,165707,216551,1364936,3,0.016844,14,669,0.082644,5,0.028874,1,0.006512,11,0.087506,16,0.098329,31,0.186631,8,0.05076
New York,2018,1348363,2031273,13191928,22,0.016083,128,7168,0.094999,24,0.017532,4,0.003223,67,0.055915,97,0.072002,177,0.130902,43,0.031791
North Carolina,2018,793730,1067047,6865689,12,0.014679,73,3644,0.09194,23,0.029315,3,0.00334,42,0.061421,54,0.068658,101,0.12782,38,0.048459
North Dakota,2018,54491,91846,473049,1,0.023611,5,282,0.09421,2,0.040122,0,0.004789,3,0.040296,3,0.047588,5,0.094352,3,0.054354
Ohio,2018,889700,1200403,7734940,14,0.016114,86,4264,0.096263,33,0.037575,3,0.003652,44,0.053941,57,0.06451,106,0.118844,49,0.054958
Oklahoma,2018,318276,417957,2497934,5,0.016398,26,1196,0.082342,14,0.042736,1,0.004102,14,0.04698,19,0.058386,36,0.111692,17,0.053455
Oregon,2018,295052,415291,2880798,7,0.023492,32,1790,0.106983,9,0.030025,2,0.006613,17,0.071618,32,0.107426,55,0.185611,13,0.044915
Pennsylvania,2018,910130,1292868,8675385,15,0.016937,84,4885,0.091754,27,0.029344,4,0.004287,47,0.058105,56,0.061126,109,0.120102,40,0.043626
Rhode Island,2018,72481,122890,714973,1,0.017832,8,445,0.104157,1,0.019908,0,0.004287,4,0.067773,6,0.082969,12,0.162087,2,0.032762
South Carolina,2018,377471,504595,3407157,5,0.014292,34,1792,0.090061,14,0.037788,1,0.00277,18,0.050665,25,0.065628,43,0.11265,22,0.057176
South Dakota,2018,69325,91692,557354,1,0.019651,6,329,0.092351,3,0.040695,0,0.004447,3,0.044474,4,0.050977,7,0.102421,4,0.059024
Tennessee,2018,513011,687939,4497884,8,0.016254,47,2102,0.091206,20,0.039364,2,0.003581,24,0.049373,29,0.057034,55,0.106537,29,0.056558
Texas,2018,2485959,3116800,17862401,36,0.014346,226,9370,0.091013,55,0.021923,11,0.004432,113,0.048602,148,0.059365,271,0.109206,89,0.035923
Utah,2018,312345,406023,1821899,5,0.015679,18,592,0.056698,6,0.018165,2,0.005158,12,0.03684,14,0.045811,32,0.102322,8,0.027104
Vermont,2018,41066,73777,430733,1,0.025606,6,277,0.135764,2,0.045645,0,0.006816,3,0.093066,5,0.128446,9,0.211344,3,0.067525
Virginia,2018,629725,869285,5581639,10,0.015199,57,3057,0.090745,18,0.027855,2,0.003077,29,0.048656,34,0.054119,61,0.096489,28,0.045116
Washington,2018,545968,738052,5065742,11,0.020069,54,3050,0.099594,13,0.024306,3,0.005256,29,0.063463,54,0.099219,89,0.163818,20,0.037481
